Vardas                   Pavarde                    ND1        ND2        ND3        ND4        ND5        ND6        ND7        ND8        ND9        ND10       ND11       ND12       ND13       ND14       ND15       
Vardas739                Pavarde739                  1          5          3          5          10         3          3          7          5          3          10         10         6          3          9          
Vardas740                Pavarde740                  5          2          1          3          6          8          5          1          2          10         1          1          9          1          7          
Vardas741                Pavarde741                  6          4          2          9          7          5          7          5          2          1          9          10         10         3          6          
Vardas742                Pavarde742                  2          2          2          3          7          1          1          1          10         4          10         9          2          8          4          
Vardas743                Pavarde743                  4          7          2          2          5          6          6          3          8          9          6          8          6          8          6          
Vardas744                Pavarde744                  6          6          9          3          3          10         7          6          9          3          1          1          7          10         9          
Vardas745                Pavarde745                  3          10         2          6          2          4          3          1          3          9          7          8          10         5          10         
Vardas746                Pavarde746                  6          10         1          6          7          10         4          1          1          8          9          6          1          2          3          
Vardas747                Pavarde747                  2          5          2          1          8          10         6          1          10         9          10         9          10         7          3          
Vardas748                Pavarde748                  6          6          7          8          6          5          6          6          2          8          9          4          7          5          1          
Vardas749                Pavarde749                  3          6          3          4          4          7          2          3          9          5          5          9          6          8          9          
Vardas750                Pavarde750                  8          7          2          6          8          4          7          6          6          5          5          4          3          5          1          
Vardas751                Pavarde751                  9          1          6          4          3          9          4          1          1          9          1          8          1          7          9          
Vardas752                Pavarde752                  9          9          7          6          8          4          5          2          1          3          3          5          5          4          10         
Vardas753                Pavarde753                  9          4          4          3          9          4          2          3          1          9          7          9          1          6          10         
Vardas754                Pavarde754                  7          3          3          1          7          1          5          6          1          6          1          8          1          9          4          
Vardas755                Pavarde755                  1          10         5          2          1          10         7          7          3          10         5          9          8          9          2          
Vardas756                Pavarde756                  2          2          7          5          1          5          1          7          6          3          5          5          6          6          9          
Vardas757                Pavarde757                  5          7          6          6          8          1          9          9          5          9          4          2          1          9          8          
Vardas758                Pavarde758                  3          3          9          2          1          8          10         5          3          2          8          8          9          10         5          
Vardas759                Pavarde759                  3          9          9          7          2          3          1          6          7          9          3          8          10         2          10         
Vardas760                Pavarde760                  4          9          5          4          4          8          2          4          4          8          9          4          8          4          6          
Vardas761                Pavarde761                  10         3          4          3          4          9          8          4          1          7          6          2          3          8          3          
Vardas762                Pavarde762                  9          8          6          2          3          6          2          9          4          2          6          1          8          9          4          
Vardas763                Pavarde763                  8          7          2          5          2          2          5          7          5          10         1          7          3          5          3          
Vardas764                Pavarde764                  10         3          8          10         8          6          5          7          5          8          3          1          10         3          6          
Vardas765                Pavarde765                  2          9          7          7          2          8          10         3          3          3          9          10         5          7          6          
Vardas766                Pavarde766                  2          7          4          9          7          1          1          1          9          5          3          5          10         2          8          
Vardas767                Pavarde767                  3          1          10         7          6          2          4          1          6          9          4          2          2          6          9          
Vardas768                Pavarde768                  4          3          2          1          8          10         7          9          4          6          4          10         4          4          7          
Vardas769                Pavarde769                  7          6          4          3          2          4          8          1          2          7          1          3          7          1          1          
Vardas770                Pavarde770                  8          2          3          8          7          2          7          4          5          5          10         1          1          1          3          
Vardas771                Pavarde771                  4          9          7          3          5          6          4          1          1          1          8          10         1          6          8          
Vardas772                Pavarde772                  2          10         5          3          4          1          6          10         7          5          10         8          4          10         10         
Vardas773                Pavarde773                  3          1          7          4          2          1          3          7          3          7          4          10         10         4          5          
Vardas774                Pavarde774                  2          4          6          9          7          9          2          2          3          4          10         6          1          2          5          
Vardas775                Pavarde775                  8          5          1          3          8          9          1          2          6          2          7          7          6          9          3          
Vardas776                Pavarde776                  9          5          8          5          3          8          6          10         10         9          1          3          2          7          5          
Vardas777                Pavarde777                  2          9          1          5          10         4          7          1          10         8          4          6          8          6          8          
Vardas778                Pavarde778                  1          8          5          3          8          4          6          7          10         6          8          5          4          4          3          
Vardas779                Pavarde779                  2          5          9          5          4          5          8          5          5          5          8          6          3          9          7          
Vardas780                Pavarde780                  1          3          10         2          6          3          10         4          10         5          9          7          9          9          10         
Vardas781                Pavarde781                  10         6          6          10         9          10         7          7          1          2          3          8          1          9          7          
Vardas782                Pavarde782                  7          4          4          8          2          10         10         6          2          5          7          6          7          1          10         
Vardas783                Pavarde783                  3          4          8          3          8          8          5          1          10         10         8          5          8          1          7          
Vardas784                Pavarde784                  3          7          2          8          8          6          5          7          10         4          5          6          3          1          2          
Vardas785                Pavarde785                  1          8          9          9          6          10         10         10         9          3          5          10         2          7          10         
Vardas786                Pavarde786                  5          2          2          10         5          4          2          3          8          10         9          7          9          5          10         
Vardas787                Pavarde787                  10         3          3          8          5          8          9          4          7          4          9          10         2          5          4          
Vardas788                Pavarde788                  10         10         8          7          4          6          6          6          2          6          5          10         7          6          6          
Vardas789                Pavarde789                  4          9          8          8          2          8          8          9          10         10         4          8          3          10         6          
Vardas790                Pavarde790                  2          2          6          7          7          10         10         7          4          3          2          2          9          5          7          
Vardas791                Pavarde791                  4          2          2          6          8          1          8          4          5          7          7          6          10         8          4          
Vardas792                Pavarde792                  5          4          10         4          8          7          4          1          2          2          6          9          9          7          1          
Vardas793                Pavarde793                  8          5          2          8          5          8          6          9          9          10         5          1          10         4          7          
Vardas794                Pavarde794                  7          2          8          3          6          1          3          6          3          3          6          10         1          7          6          
Vardas795                Pavarde795                  1          6          9          2          2          10         9          2          1          1          10         2          3          4          1          
Vardas796                Pavarde796                  1          1          5          8          6          8          8          2          2          6          2          6          7          10         4          
Vardas797                Pavarde797                  5          7          3          3          5          4          9          8          2          5          2          10         4          10         7          
Vardas798                Pavarde798                  2          5          2          2          9          10         6          7          6          4          10         8          1          3          1          
Vardas799                Pavarde799                  2          8          9          7          5          5          4          2          6          4          10         9          8          1          8          
Vardas800                Pavarde800                  9          10         8          10         6          3          10         6          1          9          3          1          3          3          1          
Vardas801                Pavarde801                  7          9          2          3          10         8          8          1          9          4          4          5          9          10         4          
Vardas802                Pavarde802                  10         3          2          2          6          6          1          7          10         2          10         4          1          2          3          
Vardas803                Pavarde803                  8          10         4          7          8          3          5          8          1          2          6          6          7          1          1          
Vardas804                Pavarde804                  7          4          4          9          5          7          6          7          7          9          2          6          1          4          3          
Vardas805                Pavarde805                  4          9          3          8          5          8          10         6          7          5          5          2          3          3          6          
Vardas806                Pavarde806                  3          5          10         5          1          9          7          9          5          3          8          10         9          2          3          
Vardas807                Pavarde807                  8          6          6          4          6          6          2          5          3          3          5          4          9          1          1          
Vardas808                Pavarde808                  8          4          8          7          1          8          2          5          4          9          6          8          1          2          9          
Vardas809                Pavarde809                  7          10         9          10         3          3          1          10         10         4          1          7          8          10         5          
Vardas810                Pavarde810                  6          10         9          6          6          7          10         2          6          1          3          5          5          8          3          
Vardas811                Pavarde811                  5          5          2          7          9          9          6          7          10         7          6          3          10         8          5          
Vardas812                Pavarde812                  3          1          1          1          7          8          5          4          6          10         1          2          4          4          2          
Vardas813                Pavarde813                  9          1          1          4          3          10         7          9          2          3          7          6          7          10         1          
Vardas814                Pavarde814                  7          7          2          10         10         10         5          10         2          6          7          4          1          1          6          
Vardas815                Pavarde815                  2          3          8          8          7          7          6          7          1          2          1          8          7          5          2          
Vardas816                Pavarde816                  8          9          7          8          7          7          8          5          2          3          10         7          2          1          8          
Vardas817                Pavarde817                  4          10         7          9          10         9          1          7          5          6          3          7          5          3          6          
Vardas818                Pavarde818                  4          6          2          6          5          2          7          4          8          8          2          2          5          6          2          
Vardas819                Pavarde819                  8          2          6          4          2          4          5          7          4          9          9          5          10         3          1          
Vardas820                Pavarde820                  10         5          5          3          3          5          8          2          8          6          4          1          5          8          9          
Vardas821                Pavarde821                  5          6          1          1          4          10         2          3          4          8          6          2          1          10         8          
Vardas822                Pavarde822                  10         6          8          1          9          1          2          1          3          6          4          3          4          3          8          
Vardas823                Pavarde823                  4          10         5          1          3          7          5          4          10         2          1          7          3          4          3          
Vardas824                Pavarde824                  1          9          9          5          7          1          7          3          7          4          1          2          6          1          2          
Vardas825                Pavarde825                  10         2          4          9          6          2          3          1          10         8          2          7          8          8          1          
Vardas826                Pavarde826                  8          10         5          9          3          6          2          7          10         2          1          9          9          10         4          
Vardas827                Pavarde827                  7          9          6          7          8          4          6          1          5          6          4          8          7          4          6          
Vardas828                Pavarde828                  9          5          2          4          6          2          1          4          1          4          2          2          9          1          4          
Vardas829                Pavarde829                  8          1          10         10         6          9          6          5          1          1          9          3          6          9          7          
Vardas830                Pavarde830                  8          9          5          1          6          10         6          9          6          5          9          4          5          5          2          
Vardas831                Pavarde831                  7          1          5          4          8          2          3          7          3          6          1          1          6          9          10         
Vardas832                Pavarde832                  2          8          5          3          10         2          9          8          4          10         5          9          3          4          7          
Vardas833                Pavarde833                  7          8          8          3          10         10         1          1          10         8          9          5          5          4          7          
Vardas834                Pavarde834                  6          6          1          6          7          8          10         6          4          1          10         2          7          3          8          
Vardas835                Pavarde835                  6          4          2          7          7          6          6          10         7          2          10         6          1          4          3          
Vardas836                Pavarde836                  2          1          1          9          3          5          2          4          1          9          10         7          9          4          9          
Vardas837                Pavarde837                  7          10         5          5          6          4          10         9          6          1          1          10         6          6          9          
Vardas838                Pavarde838                  7          10         1          10         5          10         8          7          2          1          6          5          10         10         7          
Vardas839                Pavarde839                  8          2          4          2          10         4          8          6          4          1          3          7          8          4          10         
Vardas840                Pavarde840                  3          2          10         9          6          5          7          10         1          3          1          8          8          4          9          
Vardas841                Pavarde841                  7          4          1          9          5          6          10         1          1          7          6          5          10         3          5          
Vardas842                Pavarde842                  3          8          4          9          1          10         7          8          7          7          6          7          1          6          4          
Vardas843                Pavarde843                  6          3          2          5          7          2          1          3          2          2          9          10         1          6          5          
Vardas844                Pavarde844                  1          1          8          9          9          6          6          8          7          9          3          10         8          5          8          
Vardas845                Pavarde845                  6          3          7          6          3          2          5          3          3          5          2          7          9          10         3          
Vardas846                Pavarde846                  1          2          5          7          6          6          10         4          10         3          10         9          4          9          2          
Vardas847                Pavarde847                  7          9          9          3          2          8          2          4          6          6          5          10         3          7          7          
Vardas848                Pavarde848                  4          4          3          4          5          2          6          2          6          2          4          9          2          10         4          
Vardas849                Pavarde849                  6          10         7          7          10         1          6          9          4          4          9          10         6          3          4          
Vardas850                Pavarde850                  2          1          6          9          4          6          5          4          1          2          6          4          3          4          2          
Vardas851                Pavarde851                  9          8          9          2          3          6          9          5          5          10         7          2          10         4          2          
Vardas852                Pavarde852                  2          6          3          1          5          9          7          8          2          9          2          10         6          3          1          
Vardas853                Pavarde853                  9          5          4          5          9          6          2          5          7          1          5          6          3          2          10         
Vardas854                Pavarde854                  8          8          3          1          2          2          1          9          2          2          5          2          6          4          5          
Vardas855                Pavarde855                  2          4          8          3          1          7          6          7          4          6          8          10         9          1          10         
Vardas856                Pavarde856                  1          1          2          10         8          6          5          1          7          9          4          5          3          8          9          
Vardas857                Pavarde857                  4          4          2          9          7          3          6          2          10         3          1          6          5          10         2          
Vardas858                Pavarde858                  10         3          5          1          5          8          7          10         2          5          2          1          6          1          2          
Vardas859                Pavarde859                  1          3          7          7          1          3          1          4          2          10         4          7          5          5          1          
Vardas860                Pavarde860                  5          9          9          1          9          2          1          1          10         9          3          8          8          1          7          
Vardas861                Pavarde861                  5          10         7          1          4          10         10         9          10         6          5          10         3          2          8          
Vardas862                Pavarde862                  3          1          9          4          10         8          3          6          7          5          10         9          7          5          2          
Vardas863                Pavarde863                  6          2          10         4          10         6          2          2          4          8          8          1          3          3          2          
Vardas864                Pavarde864                  4          5          4          7          9          1          10         4          4          2          5          4          4          4          3          
Vardas865                Pavarde865                  1          10         1          2          1          8          4          4          8          4          6          2          6          10         9          
Vardas866                Pavarde866                  6          3          8          10         1          3          9          4          1          2          4          4          10         5          1          
Vardas867                Pavarde867                  7          4          9          4          2          8          5          7          8          7          8          1          2          4          6          
Vardas868                Pavarde868                  1          5          2          3          7          5          7          2          3          10         8          6          10         3          8          
Vardas869                Pavarde869                  5          6          5          8          8          2          2          3          4          10         8          10         7          6          4          
Vardas870                Pavarde870                  3          2          7          1          9          4          3          2          8          2          1          7          8          1          8          
Vardas871                Pavarde871                  8          4          1          4          8          9          6          1          1          5          1          6          6          5          2          
Vardas872                Pavarde872                  5          6          5          1          5          7          2          6          7          2          9          5          6          4          5          
Vardas873                Pavarde873                  5          6          4          6          3          5          9          9          7          2          8          10         3          6          7          
Vardas874                Pavarde874                  1          10         8          7          10         4          7          6          2          3          3          6          3          10         9          
Vardas875                Pavarde875                  4          5          3          5          7          1          4          4          4          1          10         1          3          10         10         
Vardas876                Pavarde876                  7          2          9          5          4          7          10         7          5          5          9          8          8          10         6          
Vardas877                Pavarde877                  8          7          2          5          9          8          10         8          1          10         2          1          2          9          6          
Vardas878                Pavarde878                  9          1          9          6          9          8          5          7          1          1          5          7          1          7          3          
Vardas879                Pavarde879                  4          4          10         1          9          8          7          10         9          8          4          7          4          5          5          
Vardas880                Pavarde880                  3          1          4          3          9          5          5          9          6          10         5          3          5          6          9          
Vardas881                Pavarde881                  1          4          7          3          9          4          5          3          10         4          7          2          6          1          4          
Vardas882                Pavarde882                  10         4          5          10         4          10         7          5          8          4          10         7          8          2          9          
Vardas883                Pavarde883                  5          1          8          4          3          5          2          9          2          6          2          8          6          1          3          
Vardas884                Pavarde884                  7          3          7          9          6          7          9          9          8          6          7          4          7          2          4          
Vardas885                Pavarde885                  5          8          5          2          5          1          3          7          6          8          3          5          4          6          6          
Vardas886                Pavarde886                  5          8          9          5          2          5          4          7          7          7          6          10         9          3          6          
Vardas887                Pavarde887                  6          8          9          9          9          6          8          3          8          1          5          7          2          7          5          
Vardas888                Pavarde888                  10         3          2          10         1          1          7          7          2          3          9          6          9          6          7          
Vardas889                Pavarde889                  9          8          3          8          6          4          8          5          10         10         5          3          6          2          2          
Vardas890                Pavarde890                  9          5          7          5          8          7          10         7          6          2          2          2          4          2          8          
Vardas891                Pavarde891                  9          2          9          2          2          9          6          9          6          6          1          10         3          5          5          
Vardas892                Pavarde892                  6          9          6          8          3          5          4          3          8          1          3          8          8          3          10         
Vardas893                Pavarde893                  7          6          5          10         1          6          10         10         9          10         5          5          5          5          4          
Vardas894                Pavarde894                  2          1          2          9          9          1          7          7          1          7          1          8          8          1          4          
Vardas895                Pavarde895                  10         1          5          7          1          4          8          10         5          4          7          2          7          1          7          
Vardas896                Pavarde896                  2          2          2          8          5          8          2          8          4          1          10         8          2          1          10         
Vardas897                Pavarde897                  10         1          10         10         4          9          7          2          9          8          8          9          2          8          6          
Vardas898                Pavarde898                  10         6          2          1          7          7          9          10         5          10         5          5          5          4          5          
Vardas899                Pavarde899                  1          8          6          8          1          8          9          5          4          5          7          6          3          9          4          
Vardas900                Pavarde900                  5          9          9          2          10         4          7          3          8          9          4          2          5          2          9          
Vardas901                Pavarde901                  1          2          2          2          10         9          10         1          7          9          10         3          8          3          5          
Vardas902                Pavarde902                  3          3          5          5          9          3          3          7          5          6          8          7          10         8          8          
Vardas903                Pavarde903                  3          10         9          7          6          7          8          6          6          1          6          4          2          6          8          
Vardas904                Pavarde904                  5          4          9          10         7          3          3          4          8          4          7          5          6          8          4          
Vardas905                Pavarde905                  9          6          8          1          7          4          6          7          9          1          3          1          8          1          3          
Vardas906                Pavarde906                  10         9          3          10         10         9          2          10         8          9          10         4          2          10         7          
Vardas907                Pavarde907                  5          10         10         6          9          4          5          8          3          4          7          4          9          4          9          
Vardas908                Pavarde908                  10         9          8          10         3          3          2          9          3          8          10         7          4          10         6          
Vardas909                Pavarde909                  8          7          6          10         9          1          3          9          6          3          3          3          5          2          2          
Vardas910                Pavarde910                  1          6          2          1          3          3          3          4          2          5          8          6          3          6          7          
Vardas911                Pavarde911                  2          1          6          5          5          3          5          10         9          10         8          2          1          10         1          
Vardas912                Pavarde912                  8          1          4          2          6          3          6          10         3          7          7          4          4          4          7          
Vardas913                Pavarde913                  9          8          9          7          5          7          4          1          5          6          2          4          1          5          4          
Vardas914                Pavarde914                  8          7          1          6          4          10         10         9          5          6          7          2          8          6          2          
Vardas915                Pavarde915                  1          8          1          6          10         7          4          9          9          6          4          8          3          6          1          
Vardas916                Pavarde916                  1          9          10         10         10         8          2          4          5          6          10         7          6          1          10         
Vardas917                Pavarde917                  6          6          2          9          2          1          7          10         6          10         6          2          2          6          8          
Vardas918                Pavarde918                  9          7          8          10         1          1          10         1          5          5          8          2          7          8          9          
Vardas919                Pavarde919                  2          8          4          9          8          5          4          9          4          7          10         3          1          2          3          
Vardas920                Pavarde920                  2          2          7          7          1          5          7          4          9          3          2          6          3          6          4          
Vardas921                Pavarde921                  3          8          2          10         4          9          1          4          7          3          5          2          1          8          4          
Vardas922                Pavarde922                  4          10         2          8          1          5          8          2          6          7          5          7          4          3          4          
Vardas923                Pavarde923                  9          7          8          9          2          1          9          4          4          6          5          4          4          10         2          
Vardas924                Pavarde924                  3          2          7          7          7          5          2          10         7          3          2          2          5          5          3          
Vardas925                Pavarde925                  1          9          7          8          6          9          10         2          1          6          2          7          10         10         2          
Vardas926                Pavarde926                  7          7          2          5          3          4          1          4          1          5          2          1          3          3          5          
Vardas927                Pavarde927                  8          4          9          6          8          9          1          9          1          7          4          9          5          1          7          
Vardas928                Pavarde928                  1          4          8          8          1          8          6          9          4          10         1          9          4          8          4          
Vardas929                Pavarde929                  6          1          6          6          2          9          7          9          7          4          8          5          7          9          10         
Vardas930                Pavarde930                  5          5          5          7          3          8          9          2          1          1          2          1          4          1          10         
Vardas931                Pavarde931                  2          1          10         10         6          7          3          8          7          7          5          10         3          5          1          
Vardas932                Pavarde932                  5          5          7          9          1          10         6          9          3          7          4          4          9          9          9          
Vardas933                Pavarde933                  6          3          10         4          4          8          1          3          8          3          5          4          1          2          6          
Vardas934                Pavarde934                  2          9          9          4          5          6          5          7          3          5          7          9          7          5          2          
Vardas935                Pavarde935                  10         10         1          2          7          10         3          6          9          2          6          5          5          3          9          
Vardas936                Pavarde936                  9          10         4          3          9          4          10         7          1          1          7          4          1          5          8          
Vardas937                Pavarde937                  9          2          2          9          6          8          1          4          8          7          1          2          6          3          5          
Vardas938                Pavarde938                  1          6          8          1          6          3          10         1          7          9          7          4          6          7          7          
Vardas939                Pavarde939                  3          3          9          9          8          6          4          9          1          3          4          4          4          4          2          
Vardas940                Pavarde940                  10         1          8          6          4          8          7          8          1          6          3          9          4          10         9          
Vardas941                Pavarde941                  3          6          8          8          5          9          9          1          2          8          6          6          5          1          5          
Vardas942                Pavarde942                  2          8          9          6          1          2          7          4          4          9          6          10         7          4          5          
Vardas943                Pavarde943                  6          10         3          1          6          1          8          5          1          7          8          9          9          2          9          
