Vardas                   Pavarde                    ND1        ND2        ND3        ND4        ND5        ND6        ND7        ND8        ND9        ND10       ND11       ND12       ND13       ND14       ND15       
Vardas7178               Pavarde7178                 1          9          7          10         4          5          5          10         8          2          3          9          2          1          10         
Vardas7179               Pavarde7179                 5          10         5          4          4          2          3          1          2          6          5          10         3          8          9          
Vardas7180               Pavarde7180                 5          8          9          1          1          8          2          2          7          3          10         10         8          8          2          
Vardas7181               Pavarde7181                 3          6          2          5          1          1          4          5          10         7          1          7          5          8          7          
Vardas7182               Pavarde7182                 7          10         2          9          1          4          5          9          1          5          1          3          4          2          5          
Vardas7183               Pavarde7183                 5          2          8          6          9          2          4          6          2          1          7          1          2          10         9          
Vardas7184               Pavarde7184                 7          2          1          2          4          10         5          6          9          10         2          7          7          1          5          
Vardas7185               Pavarde7185                 1          10         6          10         7          10         4          9          8          4          9          1          10         10         10         
Vardas7186               Pavarde7186                 7          5          4          4          3          7          1          9          2          10         10         7          2          7          7          
Vardas7187               Pavarde7187                 7          7          2          2          6          5          1          9          6          6          5          4          6          6          10         
Vardas7188               Pavarde7188                 8          3          3          10         10         3          9          2          6          6          2          10         10         7          1          
Vardas7189               Pavarde7189                 9          9          3          8          9          7          10         7          4          1          4          2          10         2          7          
Vardas7190               Pavarde7190                 5          6          2          10         2          3          2          8          4          1          10         9          2          7          10         
Vardas7191               Pavarde7191                 6          3          1          9          10         10         5          2          10         8          5          1          7          6          2          
Vardas7192               Pavarde7192                 2          9          6          7          7          6          10         6          5          6          7          2          7          2          3          
Vardas7193               Pavarde7193                 10         5          3          2          1          9          10         5          10         3          10         2          6          3          5          
Vardas7194               Pavarde7194                 2          9          6          5          3          4          1          6          5          3          1          5          7          6          9          
Vardas7195               Pavarde7195                 5          5          9          1          9          4          8          8          1          9          1          5          6          1          10         
Vardas7196               Pavarde7196                 1          7          7          3          5          8          6          2          6          8          1          10         7          1          2          
Vardas7197               Pavarde7197                 6          9          1          2          8          1          5          10         2          10         9          6          1          5          8          
Vardas7198               Pavarde7198                 4          7          8          4          2          4          5          5          9          10         4          4          1          7          5          
Vardas7199               Pavarde7199                 4          8          8          2          1          8          5          2          5          2          4          7          4          7          2          
Vardas7200               Pavarde7200                 10         4          2          3          1          10         6          1          9          8          10         1          7          7          2          
Vardas7201               Pavarde7201                 10         7          8          2          8          8          10         4          1          5          8          6          5          3          5          
Vardas7202               Pavarde7202                 6          3          2          1          6          2          8          3          5          2          2          1          7          6          1          
Vardas7203               Pavarde7203                 5          4          7          10         8          5          9          6          4          8          7          5          4          1          6          
Vardas7204               Pavarde7204                 5          8          2          4          8          5          5          7          8          2          4          3          10         6          7          
Vardas7205               Pavarde7205                 4          9          8          1          7          10         3          3          4          2          4          6          1          9          1          
Vardas7206               Pavarde7206                 5          5          5          8          4          9          9          4          6          3          4          8          4          1          8          
Vardas7207               Pavarde7207                 8          9          2          1          1          6          5          7          2          3          1          7          10         10         9          
Vardas7208               Pavarde7208                 1          6          7          8          10         7          7          6          5          8          2          3          2          3          2          
Vardas7209               Pavarde7209                 3          8          7          5          10         9          7          4          10         5          4          1          4          7          10         
Vardas7210               Pavarde7210                 5          7          5          2          4          10         10         7          1          8          6          3          1          8          4          
Vardas7211               Pavarde7211                 8          9          5          4          6          2          7          1          2          5          9          9          4          7          1          
Vardas7212               Pavarde7212                 4          6          6          9          2          5          1          6          5          1          6          7          1          8          9          
Vardas7213               Pavarde7213                 7          4          2          4          8          6          9          7          8          2          3          7          8          1          5          
Vardas7214               Pavarde7214                 6          9          8          7          10         4          6          2          3          7          10         3          8          7          6          
Vardas7215               Pavarde7215                 7          9          1          5          9          9          5          3          9          6          6          4          9          3          5          
Vardas7216               Pavarde7216                 1          3          1          4          10         9          6          2          4          8          9          8          6          3          6          
Vardas7217               Pavarde7217                 10         2          9          2          2          7          2          4          10         10         5          9          2          8          7          
Vardas7218               Pavarde7218                 2          6          7          8          5          3          2          4          5          10         6          9          5          3          2          
Vardas7219               Pavarde7219                 1          3          9          4          3          3          2          7          1          5          1          8          6          8          6          
Vardas7220               Pavarde7220                 8          9          6          6          8          3          3          4          2          9          10         5          9          7          6          
Vardas7221               Pavarde7221                 8          9          4          9          10         10         6          8          2          9          4          10         8          8          1          
Vardas7222               Pavarde7222                 4          1          2          7          4          6          4          3          10         7          1          4          4          6          7          
Vardas7223               Pavarde7223                 4          2          3          9          9          5          7          7          2          6          1          7          3          7          9          
Vardas7224               Pavarde7224                 3          3          1          9          2          7          9          7          2          10         8          4          10         9          5          
Vardas7225               Pavarde7225                 7          6          6          8          9          4          10         2          8          7          1          4          4          3          5          
Vardas7226               Pavarde7226                 9          9          9          8          1          4          8          1          4          6          7          1          3          6          9          
Vardas7227               Pavarde7227                 6          6          1          5          1          3          8          2          10         7          8          1          10         4          4          
Vardas7228               Pavarde7228                 2          4          6          4          7          8          9          6          9          6          10         1          4          8          9          
Vardas7229               Pavarde7229                 9          5          9          4          6          1          2          5          2          1          6          8          5          4          6          
Vardas7230               Pavarde7230                 2          10         2          9          1          9          2          8          2          7          1          5          8          8          4          
Vardas7231               Pavarde7231                 9          1          9          10         2          3          1          7          10         7          5          2          7          2          2          
Vardas7232               Pavarde7232                 8          5          3          1          3          5          6          4          3          7          6          7          9          3          6          
Vardas7233               Pavarde7233                 4          1          5          1          9          7          10         7          5          5          9          3          7          8          8          
Vardas7234               Pavarde7234                 7          7          9          3          2          3          3          1          6          7          2          5          6          2          5          
Vardas7235               Pavarde7235                 7          9          1          4          4          10         4          10         9          1          8          7          2          3          10         
Vardas7236               Pavarde7236                 7          3          3          6          10         8          4          3          9          9          6          7          10         2          3          
Vardas7237               Pavarde7237                 4          3          7          4          6          1          3          1          8          3          5          8          7          7          4          
Vardas7238               Pavarde7238                 8          3          6          8          5          10         8          6          6          6          7          2          2          5          2          
Vardas7239               Pavarde7239                 9          8          2          1          1          3          2          3          4          5          3          4          6          7          4          
Vardas7240               Pavarde7240                 5          5          3          1          1          4          1          9          5          2          5          8          8          4          4          
Vardas7241               Pavarde7241                 2          5          2          6          6          6          1          6          10         7          2          1          3          10         1          
Vardas7242               Pavarde7242                 3          3          8          4          8          4          1          5          3          2          9          5          4          4          6          
Vardas7243               Pavarde7243                 3          1          5          2          2          2          5          5          10         2          1          7          9          1          3          
Vardas7244               Pavarde7244                 6          5          2          3          10         2          1          8          2          2          5          5          3          9          5          
Vardas7245               Pavarde7245                 9          1          9          4          2          10         7          9          3          5          6          6          6          9          2          
Vardas7246               Pavarde7246                 9          7          8          8          4          4          7          1          7          7          2          2          8          1          7          
Vardas7247               Pavarde7247                 2          6          9          9          9          8          4          1          4          10         4          10         6          7          8          
Vardas7248               Pavarde7248                 9          9          9          6          2          9          7          4          6          3          7          3          8          8          8          
Vardas7249               Pavarde7249                 9          2          4          5          8          1          6          9          4          7          7          2          10         2          4          
Vardas7250               Pavarde7250                 8          5          9          2          4          9          1          10         9          10         2          8          7          9          8          
Vardas7251               Pavarde7251                 3          4          9          5          10         6          3          4          7          3          7          9          7          8          1          
Vardas7252               Pavarde7252                 7          3          9          1          4          8          5          3          9          5          3          8          6          5          10         
Vardas7253               Pavarde7253                 4          2          3          5          9          7          8          4          8          10         4          4          5          4          3          
Vardas7254               Pavarde7254                 5          9          4          6          4          3          3          10         10         8          4          2          1          3          5          
Vardas7255               Pavarde7255                 6          5          8          7          2          1          4          9          5          10         10         9          9          1          9          
Vardas7256               Pavarde7256                 4          8          6          10         3          8          5          10         3          5          9          3          6          9          1          
Vardas7257               Pavarde7257                 10         9          2          3          2          9          4          2          5          3          2          4          9          3          2          
Vardas7258               Pavarde7258                 2          7          9          4          4          6          3          3          6          10         9          7          3          6          5          
Vardas7259               Pavarde7259                 3          1          7          5          10         2          2          2          9          8          1          2          8          2          5          
Vardas7260               Pavarde7260                 9          10         3          4          6          4          1          1          4          1          9          7          10         7          1          
Vardas7261               Pavarde7261                 5          9          5          8          10         10         8          6          4          5          9          4          6          6          5          
Vardas7262               Pavarde7262                 4          9          5          6          5          4          9          5          1          7          6          9          9          1          3          
Vardas7263               Pavarde7263                 3          2          1          5          10         7          4          3          2          10         3          7          10         5          1          
Vardas7264               Pavarde7264                 3          1          10         8          7          4          9          5          2          1          4          1          2          7          2          
Vardas7265               Pavarde7265                 3          4          7          8          6          5          9          1          1          3          3          7          2          9          2          
Vardas7266               Pavarde7266                 9          4          9          8          9          3          6          2          3          5          1          9          9          6          8          
Vardas7267               Pavarde7267                 6          4          8          5          9          2          2          9          5          7          1          2          7          9          5          
Vardas7268               Pavarde7268                 7          9          8          10         4          3          3          7          4          8          6          6          6          8          5          
Vardas7269               Pavarde7269                 1          3          6          9          6          2          5          6          3          4          2          2          9          4          1          
Vardas7270               Pavarde7270                 3          5          1          7          7          6          3          4          2          9          5          5          10         2          7          
Vardas7271               Pavarde7271                 5          10         10         2          9          4          6          3          9          7          4          9          1          7          8          
Vardas7272               Pavarde7272                 1          8          9          8          8          7          3          8          7          6          7          7          7          5          6          
Vardas7273               Pavarde7273                 2          4          3          6          4          5          8          4          10         6          2          7          4          3          1          
Vardas7274               Pavarde7274                 5          7          6          3          8          4          6          1          4          6          2          5          5          4          3          
Vardas7275               Pavarde7275                 8          9          3          9          9          1          9          5          3          4          5          6          6          9          7          
Vardas7276               Pavarde7276                 5          1          5          5          2          1          8          6          6          1          6          8          7          5          2          
Vardas7277               Pavarde7277                 5          7          1          6          1          7          10         6          2          7          2          2          1          7          3          
Vardas7278               Pavarde7278                 4          10         1          1          9          10         10         8          4          4          3          8          8          5          9          
Vardas7279               Pavarde7279                 5          9          8          5          6          4          6          9          10         9          9          4          5          2          2          
Vardas7280               Pavarde7280                 2          6          5          6          6          6          6          6          2          3          7          10         7          9          9          
Vardas7281               Pavarde7281                 6          6          2          6          7          3          1          8          8          1          8          10         7          8          6          
Vardas7282               Pavarde7282                 3          4          6          3          2          7          9          7          7          5          5          5          7          9          10         
Vardas7283               Pavarde7283                 4          7          10         4          1          8          8          2          6          8          7          8          8          9          1          
Vardas7284               Pavarde7284                 4          9          7          7          4          7          4          7          1          4          7          2          1          5          2          
Vardas7285               Pavarde7285                 7          6          8          8          5          3          3          5          4          4          10         7          1          1          5          
Vardas7286               Pavarde7286                 4          7          7          4          6          6          3          7          5          2          3          8          7          2          1          
Vardas7287               Pavarde7287                 9          3          10         6          3          1          2          10         3          10         9          10         2          1          1          
Vardas7288               Pavarde7288                 2          1          2          10         7          3          8          5          2          9          6          6          6          6          10         
Vardas7289               Pavarde7289                 1          5          4          2          8          4          8          4          7          9          10         1          2          8          7          
Vardas7290               Pavarde7290                 9          4          3          10         10         1          4          1          5          5          1          8          1          9          6          
Vardas7291               Pavarde7291                 10         2          3          6          10         2          5          5          8          7          3          10         7          7          4          
Vardas7292               Pavarde7292                 5          2          4          10         5          10         8          8          10         4          8          9          4          10         8          
Vardas7293               Pavarde7293                 2          7          4          7          8          2          4          5          2          7          1          9          3          10         8          
Vardas7294               Pavarde7294                 3          6          6          9          8          1          7          5          7          7          6          8          6          7          6          
Vardas7295               Pavarde7295                 2          2          6          7          10         1          9          10         10         4          10         2          8          2          8          
Vardas7296               Pavarde7296                 10         4          6          5          4          5          2          7          1          3          10         7          5          1          8          
Vardas7297               Pavarde7297                 10         8          1          9          1          3          1          9          9          5          1          2          1          3          4          
Vardas7298               Pavarde7298                 9          9          10         4          5          2          1          8          1          4          5          2          6          3          5          
Vardas7299               Pavarde7299                 10         2          1          5          2          8          1          1          7          9          8          1          8          2          1          
Vardas7300               Pavarde7300                 4          3          1          9          7          4          6          9          5          1          8          3          1          3          9          
Vardas7301               Pavarde7301                 9          8          5          1          1          6          7          8          9          7          8          2          5          10         4          
Vardas7302               Pavarde7302                 3          3          3          9          7          10         7          7          6          8          6          10         3          4          1          
Vardas7303               Pavarde7303                 6          9          9          3          1          6          8          8          1          1          9          1          1          9          1          
Vardas7304               Pavarde7304                 3          2          2          3          8          8          4          9          7          9          2          7          2          3          1          
Vardas7305               Pavarde7305                 4          3          2          10         9          5          5          3          5          2          1          9          8          1          8          
Vardas7306               Pavarde7306                 9          8          5          5          8          1          3          4          4          1          5          7          3          1          8          
Vardas7307               Pavarde7307                 3          10         7          7          5          3          1          10         2          8          2          6          4          9          4          
Vardas7308               Pavarde7308                 7          1          7          4          9          3          6          4          8          10         3          10         8          10         6          
Vardas7309               Pavarde7309                 6          2          2          10         3          3          8          8          10         4          2          2          6          8          3          
Vardas7310               Pavarde7310                 7          9          5          1          1          6          1          10         3          6          7          1          2          8          3          
Vardas7311               Pavarde7311                 4          7          6          3          1          6          9          7          2          4          2          5          2          4          8          
Vardas7312               Pavarde7312                 7          2          2          6          6          8          2          8          7          1          7          5          6          1          3          
Vardas7313               Pavarde7313                 2          4          5          3          3          2          2          5          6          7          2          7          6          7          1          
Vardas7314               Pavarde7314                 7          4          10         7          6          6          5          4          5          10         10         7          5          6          7          
Vardas7315               Pavarde7315                 8          9          3          10         5          10         4          9          1          2          5          4          3          8          10         
Vardas7316               Pavarde7316                 1          2          9          2          2          2          4          7          10         6          9          4          1          9          2          
Vardas7317               Pavarde7317                 8          8          7          7          2          3          3          8          5          10         7          1          2          10         5          
Vardas7318               Pavarde7318                 6          2          3          5          10         6          5          10         9          5          8          6          10         2          7          
Vardas7319               Pavarde7319                 3          6          10         7          5          1          8          9          1          4          5          4          3          2          5          
Vardas7320               Pavarde7320                 2          3          5          9          6          6          8          8          3          7          7          6          10         1          4          
Vardas7321               Pavarde7321                 10         9          6          8          10         1          1          3          6          9          10         4          10         4          7          
Vardas7322               Pavarde7322                 10         10         8          3          8          1          4          2          6          2          4          5          7          4          7          
Vardas7323               Pavarde7323                 4          10         9          2          7          5          10         8          6          2          7          5          2          3          3          
Vardas7324               Pavarde7324                 7          1          8          8          2          5          3          1          7          2          3          9          7          7          2          
Vardas7325               Pavarde7325                 5          6          8          1          1          8          10         2          5          8          10         7          6          4          5          
Vardas7326               Pavarde7326                 4          7          1          1          1          4          1          10         7          3          6          2          5          1          3          
Vardas7327               Pavarde7327                 1          5          1          3          1          5          4          3          8          4          2          7          4          4          3          
Vardas7328               Pavarde7328                 8          7          9          4          9          7          3          3          7          7          4          9          4          5          10         
Vardas7329               Pavarde7329                 8          8          5          1          10         6          3          6          7          3          1          4          1          6          8          
Vardas7330               Pavarde7330                 5          10         3          1          6          1          10         8          4          9          3          3          4          8          7          
Vardas7331               Pavarde7331                 8          7          3          2          7          5          5          6          1          9          2          3          4          4          1          
Vardas7332               Pavarde7332                 10         2          8          3          8          3          7          1          4          3          4          7          2          5          7          
Vardas7333               Pavarde7333                 4          2          1          4          9          6          8          6          9          7          5          7          10         3          5          
Vardas7334               Pavarde7334                 5          5          3          7          8          6          10         7          4          8          4          1          7          3          9          
Vardas7335               Pavarde7335                 6          6          4          1          3          5          3          10         5          9          7          3          10         4          1          
Vardas7336               Pavarde7336                 2          1          7          6          9          9          8          7          8          10         10         6          2          9          3          
Vardas7337               Pavarde7337                 3          2          3          4          2          10         9          10         5          4          1          9          3          9          8          
Vardas7338               Pavarde7338                 4          6          1          10         3          1          4          9          3          8          4          8          9          6          2          
Vardas7339               Pavarde7339                 6          2          4          3          9          3          10         3          9          3          4          7          3          1          8          
Vardas7340               Pavarde7340                 7          6          5          3          7          1          3          2          8          4          2          7          4          2          4          
Vardas7341               Pavarde7341                 5          9          7          4          9          10         1          6          5          3          2          8          4          3          5          
Vardas7342               Pavarde7342                 2          5          1          7          2          6          6          6          9          7          10         4          3          2          9          
Vardas7343               Pavarde7343                 3          1          8          1          6          10         9          3          5          1          1          4          2          6          2          
Vardas7344               Pavarde7344                 9          2          10         4          3          5          6          9          3          7          1          3          8          5          10         
Vardas7345               Pavarde7345                 6          4          1          10         5          9          2          2          7          6          2          9          5          4          4          
Vardas7346               Pavarde7346                 10         2          5          2          6          2          10         1          4          7          7          3          10         1          7          
Vardas7347               Pavarde7347                 10         5          8          1          6          4          9          6          3          8          4          7          8          7          10         
Vardas7348               Pavarde7348                 9          2          10         2          4          9          4          8          1          1          10         6          8          1          5          
Vardas7349               Pavarde7349                 5          2          3          9          6          2          8          7          1          1          8          2          9          10         5          
Vardas7350               Pavarde7350                 4          2          10         6          6          4          10         2          1          7          5          1          5          3          6          
Vardas7351               Pavarde7351                 2          2          10         3          7          1          8          8          6          1          3          3          5          9          6          
Vardas7352               Pavarde7352                 9          2          10         7          4          9          2          4          5          5          9          5          10         9          1          
Vardas7353               Pavarde7353                 1          9          7          5          10         2          9          7          10         9          1          2          3          9          6          
Vardas7354               Pavarde7354                 5          1          2          9          9          1          6          6          1          10         7          2          7          3          9          
Vardas7355               Pavarde7355                 5          9          3          6          10         8          2          7          9          3          1          10         10         10         5          
Vardas7356               Pavarde7356                 4          1          1          6          1          9          7          2          5          4          10         9          6          5          8          
Vardas7357               Pavarde7357                 5          3          6          4          9          1          10         5          2          4          5          8          10         10         9          
Vardas7358               Pavarde7358                 3          10         4          7          10         9          8          4          9          4          6          9          3          9          9          
Vardas7359               Pavarde7359                 2          1          5          2          5          9          5          3          1          7          7          2          4          4          10         
Vardas7360               Pavarde7360                 5          6          1          9          10         3          9          1          9          2          3          7          3          3          6          
Vardas7361               Pavarde7361                 10         1          1          9          3          4          5          5          6          1          8          3          3          10         1          
Vardas7362               Pavarde7362                 4          10         10         7          3          1          4          2          8          1          10         8          7          8          8          
Vardas7363               Pavarde7363                 5          1          10         4          1          3          9          4          6          6          6          8          1          2          10         
Vardas7364               Pavarde7364                 4          8          4          2          7          4          2          7          5          5          10         8          2          1          6          
Vardas7365               Pavarde7365                 6          1          7          4          6          3          1          4          3          6          1          9          8          3          7          
Vardas7366               Pavarde7366                 5          4          8          1          9          1          8          3          3          1          5          1          4          7          3          
Vardas7367               Pavarde7367                 5          10         5          2          9          6          2          6          1          4          3          5          7          6          9          
Vardas7368               Pavarde7368                 9          7          2          1          3          4          2          2          7          6          10         8          9          5          5          
Vardas7369               Pavarde7369                 4          2          8          4          10         1          10         10         4          8          6          9          4          6          2          
Vardas7370               Pavarde7370                 4          3          10         2          2          6          1          9          10         2          4          9          9          10         3          
Vardas7371               Pavarde7371                 10         10         10         4          4          6          10         9          9          1          2          3          9          1          7          
Vardas7372               Pavarde7372                 8          10         3          2          2          7          2          2          7          10         6          7          6          3          2          
Vardas7373               Pavarde7373                 8          8          4          10         2          10         3          7          1          4          7          6          1          8          6          
Vardas7374               Pavarde7374                 10         10         2          8          5          6          4          6          7          3          4          7          8          7          1          
Vardas7375               Pavarde7375                 5          7          7          5          4          6          9          8          2          2          1          8          1          5          4          
Vardas7376               Pavarde7376                 3          2          8          4          5          3          6          7          8          6          3          6          3          9          10         
Vardas7377               Pavarde7377                 4          5          2          2          10         7          2          4          9          8          8          5          3          7          5          
Vardas7378               Pavarde7378                 1          1          5          3          2          2          8          1          7          7          5          8          10         3          2          
Vardas7379               Pavarde7379                 10         6          6          5          6          5          5          6          6          7          10         4          2          8          8          
Vardas7380               Pavarde7380                 1          3          8          6          7          2          4          7          9          10         1          4          6          7          3          
Vardas7381               Pavarde7381                 1          6          6          7          7          6          8          9          7          6          5          9          2          10         3          
Vardas7382               Pavarde7382                 6          1          2          2          1          8          7          4          10         9          5          6          4          6          2          
